genre_id,genre_name,title,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,video,vote_average,vote_count,certification,production_names,production_ids,keyword_id,keyword_name,simple_title,simpleTitleBook,num_months_wait,R,family,based_novel,non_fiction,both,drama,history,crime,horror,mystery,thriller,action,adventure,war,animation,comedy,romance,fantasy,science fiction,western,documentary,music,adventure_fantasy,adventure_fantasy_family
"53, 80, 28","Thriller, Crime, Action",Good People,FALSE,0,262338,tt1361318,en,Good People,"Tom and Anna Wright, a young American couple, fall into severe debt while renovating Anna's family home in London. As the couple faces the loss of their dream to have a house and start a family, they discover that the tenant in the apartment below them is dead, and he's left behind a stash of cash—$400,000 worth. Though initially hesitant, Tom and Anna decide that the plan is simple: all they have to do is quietly take the money and use only what's necessary to get them out of debt. But when they start spending the money and can't seem to stop, they find themselves the target of a deadly adversary—the thief who stole it—and that's when very bad things start happening to good people.",8.114307,/5dpxUZluqkIVSxCb5h0xRvcpkFE.jpg,2014-09-26,0,90,Released,Money changes everything,FALSE,5.3,223,R,", film i väst, filmgate films, maguire entertainment, material pictures, millennium films",", 17513, 18230, 2236, 12139, 1020","242, 818, 2864, 9457","new york, based on novel, one-night stand, single",good people,good people,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10749","Drama, Romance",Great Expectations,FALSE,0,121674,tt1836808,en,Great Expectations,"Miss Havisham, a wealthy spinster who wears an old wedding dress and lives in the dilapidated Satis House, asks Pip's ""Uncle Pumblechook"" (who is actually Joe's uncle) to find a boy to play with her adopted daughter Estella. Pip begins to visit Miss Havisham and Estella, with whom he falls in love,then Pip a humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.",7.943326,/v3CinMiaCmvocL7H0afDSCd0LoW.jpg,2012-11-30,258656,128,Released,Prepare for a life of great expectations.,FALSE,6.3,138,PG-13,", number 9 films, bbc films, unison films, lipsync productions",", 11752, 288, 2372, 9987","818, 180975","based on novel, charles dickens",great expectations,great expectations,34,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 878, 12","Action, Science Fiction, Adventure",Guardians of the Galaxy,FALSE,170000000,118340,tt2015381,en,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",163.025115,/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg,2014-07-30,773328629,121,Released,All heroes start somewhere.,FALSE,7.9,12943,PG-13,", marvel studios, moving picture company, bulletproof cupid, revolution sun studios",", 420, 20478, 54850, 76043","9717, 9831, 9882, 12405, 13014, 175428, 179430, 179431, 180547","based on comic, spaceship, space, outer space, orphan, adventurer, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe",guardians of the galaxy,guardians of the galaxy,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
35,Comedy,Gulliver's Travels,FALSE,112000000,38745,tt1320261,en,Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",8.297363,/7LipqR0RSfPYzZJf2TajeI5598M.jpg,2010-12-25,237382724,85,Released,Something big is going down.,FALSE,4.9,846,PG,", dune entertainment, davis entertainment, dune entertainment iii, 20th century fox",", 444, 1302, 6332, 25","736, 3691, 7376, 154794, 209714, 3d","journalist, forbidden love, princess, royal court",gulliver's travels,gulliver's travels,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80, 18, 53","Crime, Drama, Thriller",Hannibal Rising,FALSE,50000000,1248,tt0367959,en,Hannibal Rising,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",3.092304,/k1QRG9qZzuuJe4JTTpe4jlnQ5tt.jpg,2007-02-06,82169884,121,Released,It started with revenge.,FALSE,6,838,R,", young hannibal productions, carthago films s.a.r.l., dino de laurentiis company, etic films, ingenious film partners, quinta communications, zephyr films",", 20394, 20395, 10308, 2979, 289, 6370, 16923","1442, 6259, 8087, 10714","winter, psychopath, horror, serial killer",hannibal rising,hannibal rising,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 14, 10751","Adventure, Fantasy, Family",Harry Potter and the Goblet of Fire,FALSE,150000000,674,tt0330373,en,Harry Potter and the Goblet of Fire,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",22.42288,/6sASqcdrEHXxUhA3nFpjrRecPD2.jpg,2005-11-16,895921036,157,Released,Dark And Difficult Times Lie Ahead.,FALSE,7.6,7710,PG-13,", patalex iv productions limited, warner bros. pictures, heyday films",", 462, 174, 437","2343, 3737, 3872, 3873, 3884, 4238, 4252, 6271, 10629, 12380, 13130, 177912, 188178, 223438","magic, dying and death, broom, sorcerer's apprentice, school of witchcraft, chosen one, black magic, boarding school, vision, tournament, teenager, wizard, teenage hero, based on young adult novel",harry potter and the goblet of fire,harry potter and the goblet of fire,16,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"12, 14, 10751, 9648","Adventure, Fantasy, Family, Mystery",Harry Potter and the Order of the Phoenix,FALSE,150000000,675,tt0373889,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",28.913806,/4YnLxYLHhT4UQ8i9jxAXWy46Xuw.jpg,2007-06-28,938212738,138,Released,Evil Must Be Confronted.,FALSE,7.5,7570,PG-13,", warner bros. pictures, heyday films",", 174, 437","530, 616, 697, 2343, 3650, 3737, 3872, 3873, 3884, 4252, 5147, 6152, 156174, 239915","prophecy, witch, loss of loved one, magic, child hero, dying and death, broom, sorcerer's apprentice, school of witchcraft, black magic, sorcery, supernatural, occult, mystical land",harry potter and the order of the phoenix,harry potter and the order of the phoenix,31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"12, 18, 35","Adventure, Drama, Comedy",Hector and the Search for Happiness,FALSE,0,254375,tt1626146,en,Hector and the Search for Happiness,"Hector is a quirky psychiatrist who has become increasingly tired of his humdrum life. As he tells his girlfriend, Clara, he feels like a fraud: he hasn’t really tasted life, and yet he’s offering advice to patients who are just not getting any happier. So Hector decides to break out of his deluded and routine driven life. Armed with buckets of courage and child-like curiosity, he embarks on a global quest in hopes of uncovering the elusive secret formula for true happiness. And so begins a larger than life adventure with riotously funny results.",7.474356,/8EXGHKbT8EQRStYEYlNZUdCP414.jpg,2014-08-14,1124445,114,Released,Sometimes to find yourself you need to get a little lost.,FALSE,6.9,391,R,", wild bunch, erfttal film, film afrika worldwide, head gear films, metrol technology, egoli tossell film, construction film, screen siren pictures",", 856, 2221, 4792, 5056, 25954, 44224, 44225, 44226","1820, 4205, 9935, 11112, 15290, 154060","trip, travelling person, travel, search, pursuit, happiness",hector and the search for happiness,hector and the search for happiness,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"28, 12","Action, Adventure",Hercules,FALSE,100000000,184315,tt1267297,en,Hercules,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",33.735378,/wGAWxOnVjwXqvoiKX7Pf6XOWnPJ.jpg,2014-07-23,243400000,99,Released,"Before he was a legend, he was a man.",FALSE,5.6,2072,PG-13,", paramount, radical studios, flynn picture company, metro-goldwyn-mayer",", 4, 19648, 34081, 21","3070, 14643, 162861, 187301, 192913, 209482","mercenary, battle, ancient greece, hercules, warrior, sagen",hercules,hercules,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"35, 18","Comedy, Drama",Hick,FALSE,0,94363,tt1205558,en,Hick,A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,7.000941,/pTz9ShhcJfZgT364UmwUKJ9EBaL.jpg,2011-09-10,0,99,Released,Trouble travels together.,FALSE,5.7,196,R,", taylor lane productions, stone river productions, lighthouse home entertainment",", 9036, 9034, 18903","160309, 179431","child abandonment, duringcreditsstinger",hick,hick,13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14, 35, 16, 878, 10751","Fantasy, Comedy, Animation, Science Fiction, Family",Home,FALSE,135000000,228161,tt2224026,en,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",12.208161,/8WmT9i9sili2uLNzGGm3nc7AUR3.jpg,2015-03-18,368871007,94,Released,Worlds Collide,FALSE,6.8,1823,PG,", dreamworks animation, 20th century fox",", 521, 25","6054, 9831, 9882, 9951, 14909, 197194, 235972, 235974","friendship, spaceship, space, alien, alien invasion, alien friendship, awful leader, taking resposibility",home,the true meaning of smekday,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"28, 53","Action, Thriller",Homefront,FALSE,22000000,204082,tt2312718,en,Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",9.755361,/6ymSuhG28tF2lnDxVTNibzlYzn0.jpg,2013-11-27,43058898,100,Released,How far would you go to protect your home?,FALSE,6.4,1106,R,", open road films, millennium films",", 10427, 1020","818, 970, 2231, 8440, 11004, 11199, 11341, 14736, 14964, 15095, 207726","based on novel, parent child relationship, drug dealer, ex-cop, rural setting, undercover cop, methamphetamine, motorcycle gang, drugs, revenge motive, lousiana bayou",homefront,homefront,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53, 27, 18, 14","Thriller, Horror, Drama, Fantasy",Horns,FALSE,0,149509,tt1528071,en,Horns,"In the aftermath of his girlfriend's mysterious death, a young man awakens to strange horns sprouting from his temples.",7.950143,/bEMYaQbPBmdzsDrKBGbRwBTcb9J.jpg,2013-09-06,0,120,Released,He Will Bring Out The Devil In You,FALSE,6.2,1096,R,", dimension films, mandalay pictures, red granite pictures",", 7405, 551, 19177","206576, 208142","death of girlfriend, horns",horns,horns,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"9648, 18, 53, 80","Mystery, Drama, Thriller, Crime",Hostage,FALSE,52000000,2026,tt0340163,en,Hostage,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",8.441197,/simhaVNOea3uhRUM0gT8WdidEto.jpg,2005-03-10,77944725,113,Released,Every Second Counts,FALSE,6.2,659,R,", yari film group, miramax films, cheyenne enterprises, stratus film co., syndicate films international, equity pictures medienfonds gmbh & co. kg ii, hostage gmbh",", 2448, 14, 890, 11027, 26947, 26948, 26949","1812, 1930, 4668, 14903, 18233, 159710","fbi, kidnapping, police operation, home invasion, hostage situation, hostage negotiator",hostage,hostage,12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35, 10751","Comedy, Family",Hotel for Dogs,FALSE,35000000,15189,tt0785006,en,Hotel for Dogs,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",7.490622,/l8bidcFpDFrAUDM9QL8FdsLGgk2.jpg,2009-01-16,73034460,100,Released,No stray gets turned away.,FALSE,5.7,293,PG,", nickelodeon movies, dreamworks",", 2348, 7","2393, 8841, 12341, 158394, 158395, 158415, 179431, 236343","adoption, puppy, pitbull, foster home, animal lover, beagle, duringcreditsstinger, orphan siblings",hotel for dogs,hotel for dogs,54,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18, 28, 53, 10752","Drama, Action, Thriller, War",How I Live Now,FALSE,0,162215,tt1894476,en,How I Live Now,An American girl on holiday in the English countryside with her family finds herself in hiding and fighting for her survival as war breaks out.,8.361638,/p2uUWeuPTePuofay6oClacXnHrC.jpg,2013-09-10,0,101,Released,Love will lead you home,FALSE,6.5,353,R,", bfi film fund, passion pictures, cowboy films",", 16877, 11594, 245","949, 4458, 10349, 178641, 223438","terrorist, post-apocalyptic, survival, english country side, based on young adult novel",how i live now,how i live now,21,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14, 12, 16, 10751","Fantasy, Adventure, Animation, Family",How to Train Your Dragon,FALSE,165000000,10191,tt0892769,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",29.807374,/hIXX3IRFy0InUOmYeWjvhCAgQNj.jpg,2010-03-05,494878759,98,Released,One adventure will change two worlds,FALSE,7.6,5395,PG,", dreamworks animation, mad hatter entertainment, vertigo entertainment",", 521, 20154, 829","334, 1318, 1395, 2041, 3752, 3799, 4613, 5331, 5774, 5895, 6054, 6253, 8044, 9109, 12554, 14643, 18543, 172784, 192913","flying, blacksmith, arena, island, night, ship, training, village, forest, viking, friendship, ignorance, flight, nest, dragon, battle, combat, well, warrior",how to train your dragon,how to train your dragon,88,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 27, 28, 53, 878","Drama, Horror, Action, Thriller, Science Fiction",I Am Legend,FALSE,150000000,6479,tt0480249,en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",23.255228,/6OA0I8hhW9zftWoCYxJAzXW9UIN.jpg,2007-12-14,585349010,101,Released,The last man on Earth is not alone,FALSE,7,6657,PG-13,", village roadshow pictures, weed road pictures, overbrook entertainment, original film, warner bros. pictures, heyday films",", 79, 433, 12485, 333, 174, 437","83, 4190, 4458, 4565, 5144, 6511, 6997, 188957, 188973","saving the world, lost civilisation, post-apocalyptic, dystopia, matter of life and death, alone, helplessness, virus, pandemic",i am legend,i am legend,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 53, 878, 12","Action, Thriller, Science Fiction, Adventure",I Am Number Four,FALSE,50000000,46529,tt1464540,en,I Am Number Four,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",25.403089,/36E6t6YgzT4mwgqNt5XbcV4MRNU.jpg,2011-02-18,144492830,109,Released,Three like him have already been killed…he is Number Four.,FALSE,6,2084,PG-13,", touchstone pictures, reliance big entertainment, bay films, dreamworks",", 9195, 6733, 6734, 7","1308, 9951, 11115, 18068, 18090, 33637, 188178, 211359, 212760, 223438","secret identity, alien, heroism, teenage boy, town, super power, teenage hero, alien teenager, interspecies romance, based on young adult novel",i am number four,i am number four,61,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"35, 18","Comedy, Drama",I Hope They Serve Beer in Hell,FALSE,7000000,30128,tt1220628,en,I Hope They Serve Beer in Hell,"Tucker decides to take an impromptu trip to celebrate his friend's bachelor party. He drags his friend into a lie with his fiancée, gets him into trouble and then abandons him in order to pursue a hilarious carnal interest. Tucker is disinvited to the wedding, and in order to get back in, Tucker has to find a way to balance his narcissism with the demands of friendship.",3.326726,/1TvHLSyNww70lwh5J4w4WSRao08.jpg,2009-09-25,1429299,106,Released,One hell of a party,FALSE,5.2,29,R,NA,NA,"818, 6593, 10123, 179430","based on novel, stripper, dark comedy, aftercreditsstinger",i hope they serve beer in hell,i hope they serve beer in hell,95,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35, 10749","Comedy, Romance","I Love You, Beth Cooper",FALSE,18000000,19840,tt1032815,en,"I Love You, Beth Cooper","A valedictorian's declaration of love for a high-school cheerleader launches a night of revelry, reflection and romance for a group of graduating seniors.",6.356617,/xqCKWj5REwnTC1a7k1wwO2pudZw.jpg,2009-07-10,15345201,102,Released,Popularity is nice. Popular girls are not.,FALSE,5.2,263,PG-13,", ingenious film partners, fox atomic, 1492 pictures, bece canada productions, dune entertainment iii",", 289, 2890, 436, 11755, 6332","2389, 2920, 3687, 6270, 8046, 9713, 11524, 13130, 15402, 223438, 233617","virgin, cheerleader, graduation, high school, aspen, friends, in the closet, teenager, popularity, based on young adult novel, popular girl","i love you, beth cooper","i love you, beth cooper",51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9648, 53","Mystery, Thriller",Inferno,FALSE,75000000,207932,tt3062096,en,Inferno,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",11.962923,/oFOG2yIRcluKfTtYbzz71Vj9bgz.jpg,2016-10-13,220021259,121,Released,His greatest challenge. Humanity's last hope.,FALSE,5.8,2929,PG-13,", mid atlantic films, columbia pictures, sony pictures releasing, imagine entertainment, lstar capital",", 2735, 5, 3045, 23, 34034","131, 818, 1295, 1453, 3096, 9663, 9826, 11001, 228477","italy, based on novel, europe, amnesia, book, sequel, murder, religion, symbology",inferno,inferno : a novel,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35, 10749, 80, 18, 9648","Comedy, Romance, Crime, Drama, Mystery",Inherent Vice,FALSE,20000000,171274,tt1791528,en,Inherent Vice,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",15.950951,/2fCg6FORkgRLpFIKlUg4gULIn1u.jpg,2014-12-25,11110975,148,Released,"Under the paving stones, the beach!",FALSE,6.5,1045,R,", iac films, ghoulardi film company, warner bros. pictures",", 93105, 178, 174","818, 1228, 1970s, 11168, 11488, 11660, 12670, 166467, 208992, 1960s","based on novel, private investigator, pot smoking, hippie lifestyle, los angeles, surrealist",inherent vice,inherent vice,14,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 10751, 14","Adventure, Family, Fantasy",Inkheart,FALSE,60000000,2309,tt0494238,en,Inkheart,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",9.160832,/3yIVMwPDrWLeZ8fJ5HLbGWnCz9f.jpg,2008-12-11,57490374,106,Released,Every story ever written is just waiting to become real.,FALSE,6,842,PG,", new line cinema, internationale filmproduktion blackbird erste",", 12, 20360","3096, 3205, 3878, 4414, 5914","book, fairy tale, eavesdropping, adventure, writer's block",inkheart,inkheart,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"28, 12, 878, 53","Action, Adventure, Science Fiction, Thriller",Insurgent,FALSE,110000000,262500,tt2908446,en,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,43.070419,/6w1VjTPTjTaA5oNvsAg0y4H6bou.jpg,2015-03-18,295238201,119,Released,One Choice Can Destroy You,FALSE,6.2,4997,PG-13,", summit entertainment, red wagon entertainment, mandeville films, neoreel",", 491, 14440, 10227, 24097","818, 2020, 4565, 9663, 162988, 206298, 209714, 3d, 211389","based on novel, revolution, dystopia, sequel, dystopic future, young adult, divergent",insurgent,insurgent,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"35, 18","Comedy, Drama",It's Kind of a Funny Story,FALSE,8000000,43923,tt0804497,en,It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,10.195534,/wADblWdHMk2SIaZRBazTGOTBf4w.jpg,2010-07-06,6491240,101,Released,Sometimes what's in your head isn't as crazy as you think.,FALSE,7,920,PG-13,", focus features",", 10146","236, 894, 10183, 10683, 11870, 13130, 156851, 187056, 223438","suicide, depression, independent film, coming of age, teen movie, teenager, psychiatric ward, woman director, based on young adult novel",it's kind of a funny story,it's kind of a funny story,54,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 14, 878","Adventure, Fantasy, Science Fiction",Jumper,FALSE,85000000,8247,tt0489099,en,Jumper,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",24.086527,/mIz6FQabZrrzsOwYFpUpreijpvx.jpg,2008-02-10,222231186,88,Released,anywhere is possible.,FALSE,5.9,2428,PG-13,", dune entertainment, hypnotic, new regency pictures",", 444, 7384, 10104","697, 704, 818, 1721, 3713, 3822, 4769, 4820, 4986, 6170","loss of loved one, adolescence, based on novel, fight, chase, teleportation, supernatural powers, leap in time, enemy, motherly love",jumper,jumper,61,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"28, 80","Action, Crime",Kick-Ass,FALSE,28000000,23483,tt1250777,en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",26.076682,/yZFrniO6qSwjTCosStXweYtczGT.jpg,2010-03-22,96188903,117,Released,Shut up. Kick ass.,FALSE,7.1,5865,R,", marv films, lionsgate",", 5374, 1632","853, 1308, 5451, 9715, 9826, 10267, 10391, 13130, 14819, 158651, 185434, 186846, 206298, 234368","crime fighter, secret identity, comic book, superhero, murder, comedy, mafia, teenager, violence, realism, rookie, adaptation, young adult, kickass",kick-ass,kick-ass,63,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
