genre_id,genre_name,title,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,video,vote_average,vote_count,certification,production_names,production_ids,keyword_id,keyword_name,simple_title,simpleTitleBook,num_months_wait,R,family,based_novel,non_fiction,both,drama,history,crime,horror,mystery,thriller,action,adventure,war,animation,comedy,romance,fantasy,science fiction,western,documentary,music,adventure_fantasy,adventure_fantasy_family
18,Drama,The Hundred-Foot Journey,FALSE,22000000,228194,tt2980648,en,The Hundred-Foot Journey,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,6.168027,/zQWT270zHKC4xVs0ogUwrU8EwqB.jpg,2014-08-06,88880821,122,Released,Life's greatest journey begins with the first step.,FALSE,7.3,631,PG,", amblin entertainment, harpo films, participant media, imagenation abu dhabi fz, reliance entertainment, touchstone pictures, dreamworks",", 56, 3298, 6735, 6736, 7294, 9195, 7","254, 818, 958, 1946, 18035","france, based on novel, indian lead, restaurant, family",the hundred-foot journey,the hundred-foot journey,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,Drama,The Informers,FALSE,18000000,17436,tt0865554,en,The Informers,"A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.",7.868473,/xnMtS358tznjBD59M0YQgjsKFFQ.jpg,2008-11-05,382174,98,Released,Greed is good. Sex is easy. Youth is forever.,FALSE,4.6,82,R,", senator entertainment co",", 3319","572, 9914, 12396, 14964, 156277, 159753, 166109, 208289, 1980s, 208344, 235424","sex, slice of life, hollywood, drugs, hedonism, ensemble cast, child murder, dysfunctional, intersecting lives",the informers,the informers,56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"878, 53","Science Fiction, Thriller",The Invasion,FALSE,80000000,4858,tt0427392,en,The Invasion,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",8.718617,/bhuG1ijKGuoEM3rwBijy2ZH83q1.jpg,2007-08-17,15071514,99,Released,Do not trust anyone. Do not show emotion. Do not fall asleep.,FALSE,5.7,498,PG-13,", village roadshow pictures, silver pictures, vertigo entertainment, warner bros. pictures",", 79, 1885, 829, 174","9714, 9951, 10685, 14909, 15250, 161290, 161891, 162502, 162511, 162512, 162515","remake, alien, escape, alien invasion, alien infection, sleeping, doppelgänger, news report, text messaging, siren, contamination",the invasion,the invasion,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"35, 18, 10749","Comedy, Drama, Romance",The Jane Austen Book Club,FALSE,0,5951,tt0866437,en,The Jane Austen Book Club,"Six Californians start a club to discuss the works of Jane Austen. As they delve into Austen's literature, the club members find themselves dealing with life experiences that parallel the themes of the books they are reading.",7.607443,/8cDeATXsU7LgLNRIKcL2QEwE8tv.jpg,2007-09-09,0,106,Released,You don't have to know the books to be in the club,FALSE,6.5,166,PG-13,", mockingbird pictures, john calley productions",", 1092, 59963","458, 970, 1326, 2132, 3096, 7476, 7564, 7567, 9457, 10508, 10818, 14602, 155410, 187056","hippie, parent child relationship, infidelity, literature, book, older woman seduces younger guy, jane austen, book club, single, teacher, author, break-up, reading, woman director",the jane austen book club,the jane austen book club,61,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 18, 10751, 14","Adventure, Drama, Family, Fantasy",The Jungle Book,FALSE,175000000,278927,tt3040964,en,The Jungle Book,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",32.576075,/vOipe2myi26UDwP978hsYOrnUWC.jpg,2016-04-07,966550600,106,Released,The legend will never be the same.,FALSE,6.8,3880,PG,", walt disney pictures, fairview entertainment, moving picture company",", 2, 7297, 20478","818, 1585, 1994, 2857, 4809, 5650, 8775, 9714, 10468, 10787, 11477, 13014, 14759, 15149, 18165, 167625","based on novel, snake, wolf, elephant, tiger, feral child, panther, remake, bear, jungle, talking animal, orphan, ape, monkey, animal, talking to animals",the jungle book,the jungle book,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
18,Drama,The Kite Runner,FALSE,20000000,7979,tt0419887,en,The Kite Runner,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",6.699978,/dom2esWWW8C9jS2v7dOhW48LwHh.jpg,2007-10-14,73276047,128,Released,There is a way to be good again.,FALSE,7.3,531,PG-13,", wonderland films, sidney kimmel entertainment, participant media, macdonald/parkes productions, china film co-production corporation, beijing happy pictures cultural communications co., kite runner holdings, ebeling group, neal street productions, dreamworks",", 2299, 737, 6735, 384, 2269, 11553, 29031, 11392, 1522, 7","1228, 1970s, 3541, 6650, 7158, 7955, 7956, 12392, 13001, 208349","afghanistan, hang gliding, war in afghanistan, taliban, cowardice, best friend, cowardliness, child",the kite runner,the kite runner,69,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10751, 10749","Drama, Family, Romance",The Last Song,FALSE,0,35690,tt1294226,en,The Last Song,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",6.73582,/deOzvJHnSSl8FI1HEJjPGgOsS9U.jpg,2010-03-31,0,107,Released,"A story about family, first love, second chances and the moment in life that lead you back home.",FALSE,7,1322,PG,", touchstone pictures",", 9195","380, 1605, 5600, 14714, 187056","sibling relationship, new love, daughter, summer vacation, woman director",the last song,the last song,58,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"18, 53","Drama, Thriller",The Lazarus Project,FALSE,9750000,13825,tt0464041,en,The Lazarus Project,"After Ben Garvey foolishly turned back to crime, he thought his life was over when he was sentenced to death by lethal injection. But his death sentence isn't quite what it seems, as Ben regains consciousness near an eerie psychiatric ward, where he's told he's been hired as the groundskeeper. With the state of his soul in question, and the love for his wife and daughter all the more real and powerful, Ben must figure out if he's truly cheated death, or if he's become part of something far more sinister.",6.198681,/oehWKqXq3ZxKuIKbzGDNDYa4HhR.jpg,2008-10-21,558000,99,Released,Cheating death is only the beginning,FALSE,6,156,PG-13,", scion films, be good productions, mandeville films, inferno distribution",", 7419, 2823, 10227, 11278","642, 2122, 3442, 6840, 8264, 12394","robbery, death penalty, lethal injection, criminal past, symbol, chainsaw",the lazarus project,the lazarus project,57,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80, 18, 53","Crime, Drama, Thriller",The Lincoln Lawyer,FALSE,40000000,50348,tt1189340,en,The Lincoln Lawyer,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,18.268403,/bTXtxFUyqQ6T9FRa3ajSdMtwnAj.jpg,2011-03-17,85412898,119,Released,This Case is a Dangerous Game of Life and Death,FALSE,7,1142,R,", sidney kimmel entertainment, lionsgate, lakeshore entertainment",", 737, 1632, 126","213, 549, 818, 934, 1849, 5638, 5824, 8881, 10909, 11168, 11727, 163047, 239844, 243755","upper class, prostitute, based on novel, judge, homicide, arrest, video surveillance, jury, lawyer, private investigator, crime scene, beverly hills, court room, bail hearing",the lincoln lawyer,the lincoln lawyer,7,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 12, 878","Drama, Adventure, Science Fiction",The Martian,FALSE,108000000,286217,tt3659388,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",25.707945,/5aGhaIHYuQbqlHWvWYqMCnj40y2.jpg,2015-09-30,630161890,141,Released,Bring Him Home,FALSE,7.6,9300,PG-13,", scott free productions, mid atlantic films, international traders, tsg entertainment, genre films, 20th century fox",", 1645, 2735, 6408, 22213, 28788, 25","818, 839, 1432, 1533, 4003, 9743, 9831, 9882, 10160, 10349, 14626, 156810, 168603, 179431, 196367","based on novel, mars, nasa, isolation, botanist, stranded, spaceship, space, engineering, survival, astronaut, science, deep space explorer, duringcreditsstinger, battle for survival",the martian,the martian,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"28, 9648, 878, 53","Action, Mystery, Science Fiction, Thriller",The Maze Runner,FALSE,34000000,198663,tt1790864,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",117.91383,/coss7RgL0NH6g4fC2s5atvf3dFO.jpg,2014-09-10,348300000,113,Released,Remember. Survive. Run.,FALSE,7,7823,PG-13,", ingenious media, gotham group, dayday films, temple hill entertainment, tsg entertainment, 20th century fox",", 290, 3672, 8569, 12292, 22213, 25","818, 2158, 4458, 4565, 10685, 11469, 15261, 18029, 162988, 204967, 223438","based on novel, maze, post-apocalyptic, dystopia, escape, memory loss, erased memory, trapped, dystopic future, runner, based on young adult novel",the maze runner,the maze runner,27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"27, 878, 53","Horror, Science Fiction, Thriller",The Mist,FALSE,18000000,5876,tt0884328,en,The Mist,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",20.304164,/uYVheUBf8ITaocUP4Og9GXxOMIH.jpg,2007-11-21,57096190,126,Released,"Belief divides them, mystery surrounds them, but fear changes everything.",FALSE,6.7,1908,R,", darkwoods productions, dimension films",", 3982, 7405","1299, 1545, 1721, 2679, 3002, 3036, 3986, 6150, 6157, 10349, 11100, 18047, 18171, 240119","monster, supermarket, fight, artist, fog, bible, spider, faith, prayer, survival, giant monster, anger, thunderstorm, father son relationship",the mist,the mist,119,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80, 28, 53","Crime, Action, Thriller",The November Man,FALSE,15000000,254904,tt2402157,en,The November Man,An ex- CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,16.973258,/lcg1bkriMVvc8m0jz5zk0yvzVTA.jpg,2014-08-27,32556119,108,Released,A spy is never out of the game.,FALSE,6,736,R,", spd films, relativity media, irish dreamtime",", 57944, 7295, 597","591, 18115, 33705","cia, retired, agent",the november man,the november man,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10749,Romance,The Painted Veil,FALSE,19400000,14202,tt0446755,en,The Painted Veil,"A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.",8.874197,/5JXwb59tH5vs3knx0UlhDyxXpjc.jpg,2006-12-09,26522838,125,Released,Sometimes the greatest journey is the distance between two people.,FALSE,7.2,440,PG-13,", yari film group, emotion pictures, the mark gordon company, class 5 films, warner china film hg corporation, stratus film co., wip, bob yari productions, the colleton company, dragon studios",", 2448, 741, 1557, 2297, 7999, 11027, 12259, 12260, 12261, 12262","478, 7728, 8781, 17995, 187325","china, cholera, foreign aid, epidemic, loveless marriage",the painted veil,the painted veil,94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53,Thriller,The Paperboy,FALSE,12500000,82390,tt1496422,en,The Paperboy,"As investigative reporter Ward Jansen and his partner Yardley Acheman chase a sensational, career-making story with the help of Ward's younger brother Jack and sultry death-row groupie Charlotte Bless, the pair tries to prove violent swamp-dweller Hillary Van Wetter was framed for the murder of a corrupt local sheriff.",5.442322,/foYlHgTIT8PFOeHOFxBICDZmYrm.jpg,2012-09-14,1353868,107,Released,NA,FALSE,5.5,315,R,", lee daniels entertainment, nu image films, benaroya pictures, millennium films",", 695, 925, 6692, 1020","378, 1196, 2501, 3186, 4551, 12193, 155744, 158254, 158718, 186722, 186724, 208992, 1960s, 243572","prison, florida, death row, everglades, swamp, reporter, newspaper man, pantyhose, lgbt, gay brother, man on a toilet, gay director",the paperboy,the paperboy,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,Drama,The Perks of Being a Wallflower,FALSE,13000000,84892,tt1659337,en,The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",21.819641,/cyNQLnHnXZcTUDXVVSEYmquOTOI.jpg,2012-09-20,33400000,102,Released,We are infinite.,FALSE,7.7,4098,PG-13,", mr. mudd production, summit entertainment",", 2130, 491","367, 1328, 2398, 5091, 10519, 10683, 18068, 33910, 157303, 158199, 158718, 160500, 163037, 180861, 223438","shyness, secret, narration, kiss, freshman, coming of age, teenage boy, high school student, first love, aunt nephew relationship, lgbt, santa hat, lgbt teen, aunt nephew incest, based on young adult novel",the perks of being a wallflower,the perks of being a wallflower,41,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 9648, 53","Drama, Mystery, Thriller",The Prestige,FALSE,40000000,1124,tt0482571,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",32.149992,/5MXyQfz8xUP3dIFPTubhTsbFY6N.jpg,2006-10-19,109676311,130,Released,Are You Watching Closely?,FALSE,8,5918,PG-13,", touchstone pictures, syncopy, warner bros. pictures",", 9195, 9996, 174","271, 1328, 1523, 2343, 2913, 3737, 4034, 4662, 4988, 6062, 6069, 9104, 9823, 214839, 244001","competition, secret, obsession, magic, diary, dying and death, class society, illusion, tricks, hostility, class, partner, rivalry, nikola tesla, tesla coil",the prestige,the prestige,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10749","Drama, Romance",The Reader,FALSE,32000000,8055,tt0976051,en,The Reader,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",18.565886,/mEqgCzhGO3gi9DkevgM7N6a5mY3.jpg,2008-12-10,113019290,124,Released,Behind the mystery lies a truth that will make you question everything you know.,FALSE,7.3,1127,R,", filmförderungsanstalt (ffa), filmförderanstalt (ffa), the weinstein company, filmstiftung nordrhein-westfalen, mirage enterprises, medienboard berlin-brandenburg, deutsche filmförderfonds (dfff), mitteldeutsche medienförderung (mdm), studio babelsberg",", 4247, 270, 308, 315, 932, 7307, 11238, 12346, 264","74, 1327, 11038, 11412, 13130, 33861, 156777, 157799, 229299, 243572","germany, war crimes, trial, female prisoner, teenager, law student, teenage sexuality, older woman younger man relationship, affair, gay director",the reader,the reader,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Horror,The Ruins,FALSE,8000000,11152,tt0963794,en,The Ruins,"A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins",8.081424,/cP4FKhIn1VhoZsS3Ycqqy7dhFDN.jpg,2008-04-02,0,91,Released,Terror has evolved.,FALSE,5.5,359,R,", spyglass entertainment, red hour films, pacific film and television commission, internationale filmproduktion prometheus, dreamworks",", 158, 12178, 4024, 23003, 7","534, 5566, 8183, 9236, 162715, 195396","mexico, maya civilization, carnivorous plant, cancún, ruins, archaeological expedition",the ruins,the ruins,48,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 53, 80","Action, Thriller, Crime",The Sentinel,FALSE,60000000,5820,tt0443632,en,The Sentinel,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,5.943261,/wUE2EsKkktVz8IiTzrpO6GbI6gh.jpg,2006-04-19,77920346,108,Released,"In 141 years, there's never been a traitor in the Secret Service.... Until Now.",FALSE,5.8,285,PG-13,", sentinel productions, regency enterprises, epsilon motion pictures, furthur films, new regency pictures, dune entertainment, major studio partners, 20th century fox",", 28537, 508, 1171, 33433, 10104, 444, 445, 25","840, 33705","usa president, agent",the sentinel,the sentinel,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 14","Drama, Fantasy",The Shack,FALSE,20000000,345938,tt2872518,en,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",9.360343,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,2017-03-03,92924405,132,Released,You're never as alone as you think.,FALSE,6.9,584,PG-13,", summit entertainment, netter productions",", 491, 32555","697, 818, 5950, 33720, 164881, 233107","loss of loved one, based on novel, christian, guilt, death of daughter, family trip",the shack,the shack,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 35","Drama, Comedy",The Sisterhood of the Traveling Pants,FALSE,25000000,9779,tt0403508,en,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",5.98421,/dRNSxq5OqxaBLdQwarG4xMmDLAr.jpg,2005-06-01,39053061,119,Released,Laugh. Cry. Share the pants.,FALSE,6.3,529,PG,", alloy entertainment, alcon entertainment, dinovi pictures",", 10067, 1088, 813","65, 5248, 9634, 10683, 10809, 13088, 223438","holiday, female friendship, jeans, coming of age, teenage girl, summer, based on young adult novel",the sisterhood of the traveling pants,the sisterhood of the traveling pants,73,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 80, 53","Drama, Crime, Thriller",The Snowman,FALSE,35000000,372343,tt1758810,en,The Snowman,Detective Harry Hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous looking snowman.,13.609741,/mKsQ8KMOk0VBX26Ev0Lj6EmfGJu.jpg,2017-10-12,43070765,119,Released,"Soon the first snow will come, and then he will kill again.",FALSE,5,745,R,", universal pictures, working title films, another park film, perfect world pictures",", 33, 10163, 70986, 10338","703, 818, 1419, 1442, 2602, 3623, 10115, 10714, 10794, 15016, 17972, 33457, 160059, 192687","detective, based on novel, gun, winter, cellar, cabin, snowman, serial killer, snow, twins, plastic surgeon, alcoholic, psychosis, oslo norway",the snowman,the snowman,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 28, 53","Adventure, Action, Thriller",The Three Musketeers,FALSE,75000000,52451,tt1509767,en,The Three Musketeers,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,9.671991,/n8ob0xjLIjnvqgWY57rPQYOw7t.jpg,2011-08-31,132274484,110,Released,Every legend has a new beginning.,FALSE,5.6,1198,PG-13,", studio babelsberg, constantin film produktion, impact pictures, nouvelles éditions de films (nef), new legacy",", 264, 5755, 248, 753, 939","12995, 14577, 207941, 17th century, 209714, 3d","historical fiction, musketeer",the three musketeers,the three musketeers,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 10749, 14","Drama, Romance, Fantasy",The Time Traveler's Wife,FALSE,39000000,24420,tt0452694,en,The Time Traveler's Wife,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",19.066488,/ayGp00uS6XRrNfbR59XWrJh9jpC.jpg,2009-08-14,101229792,107,Released,NA,FALSE,6.8,1053,PG-13,", new line cinema, plan b entertainment, nick wechsler productions, internationale scarena filmproduktionsgesellschaft 2",", 12, 81, 8073, 23046","520, 572, 818, 2913, 2964, 3667, 4379, 6038, 9673, 9935, 10703, 14534, 176056, 200343","chicago, sex, based on novel, diary, future, time, time travel, marriage, love, travel, tragic love, relationship, time traveler, complications",the time traveler's wife,the time traveler's wife,26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"80, 18, 53","Crime, Drama, Thriller",The Town,FALSE,37000000,23168,tt0840361,en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",13.8275,/zX4fKmDXKGt4hlzhAJirdlRKFgO.jpg,2010-09-15,154026136,125,Released,Welcome to the bank robbery capital of America.,FALSE,7.1,1881,R,", legendary pictures, gk films, thunder road pictures, warner bros. pictures",", 923, 3281, 3528, 174","818, 975, 1546, 1680, 1700, 1929, 2231, 2778, 2779, 3607, 8054, 8627, 9713, 9775, 10847, 11148, 12392, 155726","based on novel, money laundering, ambulance, boston, massachusetts, bank manager, drug dealer, florist, flower shop, hold-up robbery, volunteer, stolen money, friends, car set on fire, boston garden, police chase, best friend, fenway park",the town,the town,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 10751, 14","Adventure, Family, Fantasy",The Water Horse,FALSE,40000000,54318,tt0760329,en,The Water Horse,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,6.040301,/i1DU0Nux6CozY1uEjyz5uCWBxhc.jpg,2007-12-25,103071443,112,Released,How Do You Keep A Secret This Big?,FALSE,6.3,378,PG,", revolution studios, walden media, beacon pictures, ecosse films",", 497, 10221, 10157, 1267","388, 1956, 15101, 160189, 191143, 207883, 1940s, 214881","scotland, world war ii, based on children's book, giant egg, loch ness monster, lake monster",the water horse,the water horse,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 35","Drama, Comedy",This Is Where I Leave You,FALSE,19800000,239678,tt1371150,en,This Is Where I Leave You,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",8.225277,/jMLRs4Vw2g7QzOQLiq3Rlh6qUar.jpg,2014-09-10,41296320,103,Released,Welcome Home. Get Uncomfortable.,FALSE,6.5,614,R,", spring creek productions, 21 laps entertainment, warner bros. pictures",", 705, 2575, 174","818, 3739, 10041, 10201, 14647, 18035, 159103, 172291","based on novel, funeral, dysfunctional family, death of father, man child, family, mourning, grieving",this is where i leave you,this is where i leave you,30,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
